Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
16,Dont Start Now,Dua Lipa,5216621,1,January,2020,2763230.0,memphis hip hop,82.0,76.0,173288.0,Walk Em Down (feat. Roddy Ricch),1.0,2020-03-19,0.268,0.867,0.744,0.0,2.0,0.0713,-5.171,1.0,0.227,84.005,4.0,0.645
17,No Idea,Don Toliver,4922350,1,January,2020,655252.0,bedroom soul,76.0,82.0,158571.0,Where the Light Is,10.0,2019-01-06,0.183,0.878,0.525,0.0,5.0,0.0714,-6.832,1.0,0.0578,112.022,4.0,0.694
18,hot girl bummer,blackbear,4897726,1,January,2020,31243997.0,dfw rap,94.0,87.0,215280.0,Hollywood's Bleeding,17.0,2019-09-06,0.192,0.695,0.762,0.00244,0.0,0.0863,-3.497,1.0,0.0395,120.042,4.0,0.553
19,VIBEZ,DaBaby,4809631,1,January,2020,567449.0,alternative r&b,79.0,83.0,159381.0,Falling,1.0,2018-10-05,0.123,0.785,0.431,0.0,10.0,0.0887,-8.756,0.0,0.0364,127.085,4.0,0.236
20,Watermelon Sugar,Harry Styles,4793358,1,January,2020,574284.0,pop rap,77.0,84.0,163636.0,ROXANNE,1.0,2019-10-10,0.0522,0.621,0.601,0.0,6.0,0.46,-5.616,0.0,0.148,116.735,5.0,0.457
21,Heartless,The Weeknd,4784585,1,January,2020,29076261.0,canadian contemporary r&b,98.0,86.0,237520.0,After Hours,14.0,2020-03-20,0.00285,0.667,0.719,8.1e-05,7.0,0.0736,-5.371,0.0,0.0346,100.021,4.0,0.717
22,OUT WEST (feat. Young Thug),JACKBOYS,4750318,1,January,2020,12794127.0,pop,91.0,85.0,207133.0,Fine Line,12.0,2019-12-13,0.0237,0.676,0.771,7e-06,8.0,0.102,-3.675,1.0,0.0483,99.048,4.0,0.569
23,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4700611,1,January,2020,582445.0,nz pop,76.0,80.0,223480.0,STELLA & STEVE,5.0,2019-11-15,0.305,0.863,0.631,3.04e-05,7.0,0.123,-4.689,1.0,0.0534,128.977,4.0,0.817
24,HIGHEST IN THE ROOM,Travis Scott,4640947,1,January,2020,10825280.0,melodic rap,92.0,76.0,234626.0,Eternal Atake,18.0,2020-03-06,0.0236,0.775,0.72,0.0,11.0,0.114,-5.353,0.0,0.193,155.086,4.0,0.49
25,Someone You Loved,Lewis Capaldi,4604720,1,January,2020,2618163.0,australian pop,83.0,87.0,209438.0,Dance Monkey (Stripped Back) / Dance Monkey,2.0,2019-10-17,0.692,0.824,0.588,0.000104,6.0,0.149,-6.4,0.0,0.0924,98.027,4.0,0.513
26,Woah,Lil Baby,4528520,1,January,2020,41821935.0,detroit hip hop,94.0,84.0,210800.0,Music To Be Murdered By,20.0,2020-01-17,0.145,0.808,0.745,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,4.0,0.829
27,Memories,Maroon 5,4510361,1,January,2020,5525173.0,melodic rap,82.0,79.0,225857.0,Suicidal (Remix) [feat. Juice WRLD],1.0,2020-03-13,0.474,0.655,0.441,0.0,9.0,0.099,-5.245,0.0,0.0629,139.957,4.0,0.273
28,Lose You To Love Me,Selena Gomez,4291918,1,January,2020,10825280.0,melodic rap,92.0,78.0,224954.0,Eternal Atake (Deluxe) - LUV vs. The World 2,32.0,2020-03-13,0.055,0.771,0.654,0.0,8.0,0.214,-6.976,0.0,0.298,155.047,4.0,0.573
29,SUGAR,BROCKHAMPTON,4290774,1,January,2020,10825280.0,melodic rap,92.0,69.0,212354.0,Eternal Atake,18.0,2020-03-06,0.0546,0.712,0.598,0.0,7.0,0.154,-5.368,0.0,0.0388,130.007,4.0,0.504
30,Lucid Dreams,Juice WRLD,4068069,1,January,2020,22872548.0,dance pop,95.0,83.0,221820.0,Future Nostalgia,11.0,2020-03-27,0.167,0.73,0.729,1.39e-06,4.0,0.349,-3.434,0.0,0.0883,113.013,4.0,0.467
31,Suge,DaBaby,4012729,1,January,2020,29076261.0,canadian contemporary r&b,98.0,79.0,361026.0,After Hours,14.0,2020-03-20,0.0811,0.664,0.572,0.00604,5.0,0.121,-6.099,0.0,0.0305,108.959,4.0,0.143
32,Say So,Doja Cat,3895584,1,January,2020,818169.0,cali rap,81.0,81.0,180434.0,Perfect Ten,10.0,2019-06-28,0.392,0.809,0.545,0.0,7.0,0.151,-6.678,1.0,0.0735,97.008,4.0,0.244
33,Robbery,Juice WRLD,3857669,1,January,2020,2787401.0,pop,82.0,77.0,183219.0,PARTYMOBILE,15.0,2020-03-27,0.0902,0.43,0.7,0.0,6.0,0.216,-5.35,1.0,0.264,158.373,4.0,0.731
34,bad guy,Billie Eilish,3830917,1,January,2020,29076261.0,canadian contemporary r&b,98.0,80.0,198266.0,After Hours,14.0,2020-03-20,0.0236,0.537,0.746,1.01e-06,10.0,0.156,-5.507,0.0,0.15,170.062,4.0,0.252
35,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,3735347,1,January,2020,31243997.0,dfw rap,94.0,83.0,158040.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),13.0,2018-12-14,0.556,0.76,0.479,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,0.913
36,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,3695717,1,January,2020,6984857.0,pop,87.0,89.0,182160.0,Divinely Uninspired To A Hellish Extent,12.0,2019-05-17,0.751,0.501,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,0.446
37,Ransom,Lil Tecca,3657828,1,January,2020,1107703.0,chicago drill,76.0,79.0,232064.0,PTSD,14.0,2020-02-28,0.0317,0.883,0.808,0.0,1.0,0.207,-3.158,0.0,0.183,119.012,4.0,0.805
38,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,3492249,1,January,2020,3960121.0,electropop,88.0,84.0,188343.0,everything means nothing,12.0,2020-08-21,0.125,0.782,0.559,0.0,6.0,0.385,-7.106,0.0,0.0767,129.992,1.0,0.685
39,Truth Hurts,Lizzo,3433280,1,January,2020,5359437.0,dance pop,91.0,82.0,134239.0,Boss Bitch,1.0,2020-01-23,0.127,0.707,0.955,0.0,10.0,0.202,-4.593,0.0,0.222,125.989,4.0,0.575
40,223s (feat. 9lokknine),YNW Melly,3424197,1,January,2020,5883624.0,north carolina hip hop,94.0,82.0,159714.0,KIRK,13.0,2019-09-27,0.189,0.769,0.787,0.0,11.0,0.129,-3.909,1.0,0.367,126.77,4.0,0.836
41,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3421786,1,January,2020,39685416.0,electropop,94.0,84.0,245425.0,everything i wanted,1.0,2019-11-13,0.902,0.704,0.225,0.657,6.0,0.106,-14.454,0.0,0.0994,120.006,4.0,0.243
42,Falling,Harry Styles,3415708,1,January,2020,30176462.0,latin,100.0,81.0,172127.0,YHLQMDLG,20.0,2020-02-28,0.021,0.86,0.758,6.54e-05,11.0,0.344,-5.16,1.0,0.0695,97.014,4.0,0.453
43,"10,000 Hours (with Justin Bieber)",Dan + Shay,3355067,1,January,2020,6924192.0,atl hip hop,83.0,71.0,206702.0,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),1.0,2020-03-09,0.17,0.836,0.617,0.0,0.0,0.319,-4.363,1.0,0.0534,138.066,4.0,0.866
44,Stuck In A Dream (feat. Gunna),Lil Mosey,3316362,1,January,2020,15936369.0,chicago rap,98.0,82.0,189322.0,Bandit (with YoungBoy Never Broke Again),1.0,2019-10-04,0.0687,0.474,0.631,0.0,5.0,0.132,-5.884,0.0,0.343,180.051,4.0,0.425
45,Money In The Grave (Drake ft. Rick Ross),Drake,3314636,1,January,2020,3138072.0,chicago rap,89.0,40.0,165726.0,THE GOAT,16.0,2020-05-15,0.0198,0.922,0.813,0.0,1.0,0.0539,-3.268,1.0,0.251,141.087,4.0,0.724
46,Señorita,Shawn Mendes,3289924,1,January,2020,15936369.0,chicago rap,98.0,87.0,239835.0,Goodbye & Good Riddance,17.0,2018-12-10,0.349,0.511,0.566,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,0.218
47,Goodbyes (Feat. Young Thug),Post Malone,3266958,1,January,2020,1643503.0,florida rap,79.0,74.0,159669.0,PTSD,12.0,2019-06-14,0.0513,0.733,0.389,0.0,10.0,0.141,-8.468,0.0,0.0738,157.878,3.0,0.244
48,No Guidance (feat. Drake),Chris Brown,3216358,1,January,2020,6249232.0,atl hip hop,93.0,71.0,183011.0,Woah,1.0,2019-11-08,0.0177,0.882,0.602,0.0,11.0,0.178,-5.554,1.0,0.245,142.959,4.0,0.43
49,Death,Trippie Redd,3176458,1,January,2020,10825280.0,melodic rap,92.0,68.0,195299.0,Eternal Atake,18.0,2020-03-06,0.0888,0.855,0.676,0.0,1.0,0.144,-5.736,1.0,0.325,133.082,4.0,0.509
50,Start Wit Me (feat. Gunna),Roddy Ricch,3156095,1,January,2020,217249.0,canadian contemporary r&b,79.0,85.0,208687.0,If the World Was Ending (feat. Julia Michaels),1.0,2019-10-17,0.866,0.464,0.473,0.0,1.0,0.109,-10.086,1.0,0.129,75.801,4.0,0.604
51,MIDDLE CHILD,J. Cole,3031578,1,January,2020,786604.0,cali rap,88.0,77.0,112493.0,DROPPED OUTTA COLLEGE,8.0,2019-11-22,0.042,0.686,0.541,0.0,0.0,0.0675,-4.993,0.0,0.0493,120.082,4.0,0.724
52,Wow.,Post Malone,3020295,1,January,2020,30176462.0,latin,100.0,82.0,295176.0,YHLQMDLG,20.0,2020-02-28,0.0103,0.607,0.829,0.0,2.0,0.107,-4.074,1.0,0.379,96.172,4.0,0.685
53,Yellow Hearts,Ant Saunders,3019176,1,January,2020,5525173.0,melodic rap,82.0,79.0,225857.0,Suicidal (Remix) [feat. Juice WRLD],1.0,2020-03-13,0.474,0.655,0.441,0.0,9.0,0.099,-5.245,0.0,0.0629,139.957,4.0,0.273
54,Had Enough (feat. Quavo & Offset),Don Toliver,3012901,1,January,2020,385338.0,rap,76.0,81.0,157712.0,JACKBOYS,7.0,2019-12-27,0.0104,0.802,0.591,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,0.309
55,Make No Sense,YoungBoy Never Broke Again,2938857,1,January,2020,15936369.0,chicago rap,98.0,86.0,240050.0,Death Race For Love,22.0,2019-03-08,0.328,0.685,0.692,0.0,2.0,0.153,-5.122,1.0,0.0457,159.966,5.0,0.578
56,July,Noah Cyrus,2876332,1,January,2020,22872548.0,dance pop,95.0,63.0,193829.0,Future Nostalgia (The Moonlight Edition),19.0,2021-02-11,0.0137,0.647,0.844,0.000658,0.0,0.102,-3.756,1.0,0.0457,146.967,4.0,0.746
57,ORANGE SODA,Baby Keem,2862847,1,January,2020,30140.0,modern alternative pop,53.0,54.0,192570.0,Black Coffee,13.0,2020-03-27,0.0883,0.683,0.878,0.0,11.0,0.154,-3.497,0.0,0.201,90.026,4.0,0.228
58,GOODMORNINGTOKYO!,TOKYO’S REVENGE,2824898,1,January,2020,2104287.0,contemporary country,81.0,83.0,167693.0,"10,000 Hours (with Justin Bieber)",1.0,2019-10-04,0.153,0.654,0.63,0.0,10.0,0.111,-4.644,1.0,0.0259,89.991,4.0,0.43
59,Camelot,NLE Choppa,2803556,1,January,2020,87304.0,viral rap,67.0,76.0,106000.0,Skechers,1.0,2020-01-12,0.26,0.903,0.327,0.011,1.0,0.108,-9.727,1.0,0.0877,100.008,4.0,0.274
60,when the partys over,Billie Eilish,2797897,1,January,2020,6249232.0,atl hip hop,93.0,72.0,205760.0,Sum 2 Prove,1.0,2020-01-10,0.0174,0.823,0.552,0.0,4.0,0.122,-7.57,0.0,0.324,124.038,4.0,0.418
61,Peta (feat. Meek Mill),Roddy Ricch,2797486,1,January,2020,20069259.0,dance pop,86.0,79.0,170746.0,Romance,14.0,2019-12-06,0.018,0.724,0.491,1.29e-05,8.0,0.0887,-6.024,1.0,0.0296,105.046,4.0,0.383
62,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,2765353,1,January,2020,39685416.0,electropop,94.0,86.0,194087.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
63,High Fashion (feat. Mustard),Roddy Ricch,2733491,1,January,2020,3500445.0,canadian hip hop,85.0,76.0,132023.0,The New Toronto 3,16.0,2020-04-10,0.144,0.929,0.7,0.0,0.0,0.349,-5.595,0.0,0.0906,120.009,4.0,0.802
64,All Girls Are The Same,Juice WRLD,2717356,1,January,2020,15936369.0,chicago rap,98.0,86.0,165819.0,Goodbye & Good Riddance,17.0,2018-12-10,0.0769,0.671,0.529,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,4.0,0.203
65,Tusa,KAROL G,2672855,1,January,2020,13910078.0,dance pop,90.0,78.0,205473.0,Manic,16.0,2020-01-17,0.143,0.591,0.585,0.0,2.0,0.109,-6.35,1.0,0.0277,110.94,4.0,0.324
66,Lights Up,Harry Styles,2641202,1,January,2020,39685416.0,electropop,94.0,87.0,200185.0,lovely (with Khalid),1.0,2018-04-19,0.934,0.351,0.296,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,0.12
67,Baby (Lil Baby feat. DaBaby),Quality Control,2630443,1,January,2020,10825280.0,melodic rap,92.0,71.0,210261.0,Eternal Atake,18.0,2020-03-06,0.135,0.772,0.634,0.0,10.0,0.432,-6.101,0.0,0.212,160.052,4.0,0.671
68,Legends,Juice WRLD,2605382,1,January,2020,7255354.0,alternative r&b,87.0,65.0,231040.0,Dear April (Side A - Acoustic),1.0,2020-04-03,0.953,0.444,0.152,8.85e-05,8.0,0.0966,-12.87,0.0,0.0471,115.95,1.0,0.227
69,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2592546,1,January,2020,7177597.0,edm,87.0,72.0,215360.0,I'll Wait,1.0,2020-04-03,0.148,0.611,0.651,1.84e-05,1.0,0.105,-6.973,1.0,0.0587,122.983,4.0,0.357
70,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2577807,1,January,2020,29076261.0,canadian contemporary r&b,98.0,94.0,215626.0,After Hours,14.0,2020-03-20,0.0212,0.68,0.826,1.24e-05,0.0,0.543,-5.487,1.0,0.0309,118.051,4.0,0.644
71,If the World Was Ending - feat. Julia Michaels,JP Saxe,2569283,1,January,2020,2701238.0,dance pop,81.0,78.0,223270.0,Selfish,1.0,2020-02-14,0.627,0.375,0.461,0.0,9.0,0.386,-6.202,1.0,0.0279,75.217,4.0,0.233
72,SLOW DANCING IN THE DARK,Joji,2563355,1,January,2020,10825280.0,melodic rap,92.0,65.0,198912.0,Eternal Atake,18.0,2020-03-06,0.0346,0.879,0.448,0.0,7.0,0.224,-8.57,0.0,0.222,136.985,4.0,0.278
73,VALENTINO,24kGoldn,2541856,1,January,2020,52998758.0,canadian hip hop,98.0,80.0,205426.0,The Best In The World Pack,2.0,2019-06-15,0.101,0.831,0.502,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,0.101
74,Hate Me (with Juice WRLD),Ellie Goulding,2529323,1,January,2020,15226630.0,rap,95.0,86.0,175720.0,HIGHEST IN THE ROOM,1.0,2019-10-04,0.0546,0.598,0.427,5.83e-06,7.0,0.21,-8.764,0.0,0.0317,76.469,4.0,0.0605
75,Pop Out (feat. Lil Tjay),Polo G,2516935,1,January,2020,411517.0,electropop,74.0,79.0,201083.0,Moral of the Story,1.0,2019-02-14,0.587,0.572,0.406,4.48e-06,10.0,0.102,-8.624,1.0,0.0427,119.812,4.0,0.265
76,lovely (with Khalid),Billie Eilish,2491248,1,January,2020,29446381.0,pop,90.0,86.0,189486.0,Memories,1.0,2019-09-20,0.837,0.764,0.32,0.0,11.0,0.0822,-7.209,1.0,0.0546,91.019,4.0,0.575
77,Before You Go,Lewis Capaldi,2486978,1,January,2020,25418591.0,emo rap,94.0,86.0,119133.0,17,11.0,2017-08-25,0.469,0.872,0.391,4.13e-06,0.0,0.297,-9.144,0.0,0.242,134.021,4.0,0.437
78,SICKO MODE,Travis Scott,2478652,1,January,2020,3351321.0,melodic rap,81.0,81.0,131240.0,We Love You Tecca,18.0,2019-08-30,0.0204,0.745,0.642,0.0,7.0,0.0658,-6.257,0.0,0.287,179.974,4.0,0.226
79,Into the Unknown,Idina Menzel,2474739,1,January,2020,1701927.0,boy band,77.0,78.0,204533.0,GINGER,12.0,2019-08-23,0.449,0.453,0.538,0.0,1.0,0.19,-8.212,1.0,0.0638,122.973,4.0,0.516
80,The London (feat. J. Cole & Travis Scott),Young Thug,2472173,1,January,2020,39685416.0,electropop,94.0,84.0,196077.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.978,0.367,0.111,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,4.0,0.198
81,Murder On My Mind,YNW Melly,2451476,1,January,2020,9879245.0,atl hip hop,91.0,52.0,203528.0,Tycoon,1.0,2020-04-01,0.0223,0.858,0.598,0.0,1.0,0.174,-7.407,0.0,0.357,157.03,4.0,0.85
82,Vete,Bad Bunny,2423803,1,January,2020,6984857.0,pop,87.0,84.0,215106.0,Divinely Uninspired To A Hellish Extent (Extended Edition),15.0,2019-11-22,0.604,0.459,0.575,0.0,3.0,0.0885,-4.858,1.0,0.0573,111.881,4.0,0.183
83,7 rings,Ariana Grande,2413328,1,January,2020,6249232.0,atl hip hop,93.0,68.0,177314.0,My Turn,20.0,2020-02-28,0.0611,0.788,0.436,0.0,1.0,0.0979,-9.435,1.0,0.364,129.847,4.0,0.341
84,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2411621,1,January,2020,1438250.0,contemporary country,92.0,77.0,205453.0,If I Know Me,14.0,2018-04-27,0.657,0.631,0.591,0.0,7.0,0.11,-5.785,1.0,0.0277,97.074,4.0,0.489
85,Going Bad (feat. Drake),Meek Mill,2394477,1,January,2020,5359437.0,dance pop,91.0,79.0,163173.0,Hot Pink,12.0,2019-11-07,0.24,0.879,0.499,0.0,4.0,0.0967,-6.027,0.0,0.18,106.043,4.0,0.405
86,Graveyard,Halsey,2391061,1,January,2020,2808208.0,bedroom pop,84.0,84.0,185773.0,Kid Krow,12.0,2020-03-20,0.00162,0.628,0.639,0.0,8.0,0.354,-5.46,1.0,0.0435,108.045,4.0,0.493
87,WHAT TO DO? (feat. Don Toliver),JACKBOYS,2390464,1,January,2020,25418591.0,emo rap,94.0,85.0,166605.0,?,18.0,2018-03-16,0.258,0.74,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,4.0,0.473
88,Let Me Know (I Wonder Why Freestyle),Juice WRLD,2386871,1,January,2020,5883624.0,north carolina hip hop,94.0,77.0,163320.0,Baby On Baby,13.0,2019-03-01,0.0608,0.876,0.662,0.0,2.0,0.127,-6.482,0.0,0.426,75.445,4.0,0.844
89,How Do You Sleep?,Sam Smith,2353037,1,January,2020,7255354.0,alternative r&b,87.0,66.0,202200.0,Cayendo (Side A - Acoustic),1.0,2020-04-03,0.982,0.35,0.12,0.000289,3.0,0.103,-11.104,0.0,0.0393,68.995,4.0,0.121
90,GANG GANG,JACKBOYS,2342997,1,January,2020,5883624.0,north carolina hip hop,94.0,75.0,136366.0,KIRK,13.0,2019-09-27,0.0794,0.816,0.582,5.84e-06,8.0,0.0916,-4.141,1.0,0.341,160.004,4.0,0.542
91,Beautiful People (feat. Khalid),Ed Sheeran,2342650,1,January,2020,42521376.0,canadian pop,96.0,72.0,219933.0,Changes,17.0,2020-02-14,0.538,0.825,0.483,1.48e-05,8.0,0.204,-5.746,0.0,0.08,139.98,4.0,0.892
92,F.N,Lil Tjay,2297296,1,January,2020,30176462.0,latin,100.0,81.0,170971.0,YHLQMDLG,20.0,2020-02-28,0.402,0.9,0.603,4.81e-06,2.0,0.134,-5.313,1.0,0.0646,129.928,4.0,0.824
93,Maniac,Conan Gray,2275101,1,January,2020,4445315.0,contemporary country,85.0,78.0,193200.0,This One's for You Too (Deluxe Edition),17.0,2018-06-01,0.676,0.551,0.402,0.0,11.0,0.0928,-7.431,1.0,0.0262,103.313,4.0,0.382
94,RITMO (Bad Boys For Life),Black Eyed Peas,2274853,1,January,2020,2525412.0,brooklyn drill,89.0,82.0,224000.0,True 2 Myself,17.0,2019-10-11,0.354,0.567,0.515,0.0,6.0,0.078,-10.265,0.0,0.247,120.1,1.0,0.321
95,Enemies (feat. DaBaby),Post Malone,2261666,1,January,2020,5883624.0,north carolina hip hop,94.0,75.0,144935.0,KIRK,13.0,2019-09-27,0.113,0.768,0.652,0.0,1.0,0.107,-2.708,0.0,0.307,154.187,4.0,0.777
96,Trampoline (with ZAYN),SHAED,2239963,1,January,2020,1438250.0,contemporary country,92.0,79.0,234346.0,If I Know Me,14.0,2018-04-27,0.369,0.614,0.68,1.84e-06,6.0,0.115,-4.58,1.0,0.0289,149.959,4.0,0.707
97,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2236954,1,January,2020,4140206.0,alternative r&b,87.0,83.0,209273.0,BALLADS 1,12.0,2018-10-26,0.544,0.515,0.479,0.00598,3.0,0.191,-7.458,1.0,0.0261,88.964,4.0,0.284
98,EARFQUAKE,"Tyler, The Creator",2226222,1,January,2020,31243997.0,dfw rap,94.0,79.0,174853.0,Hollywood's Bleeding,17.0,2019-09-06,0.456,0.548,0.653,0.0,5.0,0.103,-3.875,1.0,0.081,150.068,4.0,0.163
99,6 Kiss,Trippie Redd,2225448,1,January,2020,5525173.0,melodic rap,82.0,80.0,268434.0,I AM YOU,15.0,2018-08-03,0.145,0.759,0.73,3.06e-06,0.0,0.11,-7.985,0.0,0.0516,115.007,4.0,0.74
100,Up All Night,Khalid,2221247,1,January,2020,31243997.0,dfw rap,94.0,81.0,149546.0,Hollywood's Bleeding,17.0,2019-09-06,0.136,0.829,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,0.388
101,Hot (feat. Gunna),Young Thug,2216922,1,January,2020,5500251.0,melodic rap,88.0,71.0,188563.0,Artist 2.0,20.0,2020-02-14,0.517,0.819,0.654,0.0,11.0,0.0996,-6.665,0.0,0.136,133.503,4.0,0.455
102,FML,Arizona Zervas,2216270,1,January,2020,3500445.0,canadian hip hop,85.0,65.0,173870.0,The New Toronto 3,16.0,2020-04-10,0.0462,0.76,0.674,0.0,7.0,0.22,-7.043,1.0,0.129,101.987,4.0,0.431
103,SAD!,XXXTENTACION,2215949,1,January,2020,12624847.0,conscious hip hop,88.0,80.0,213593.0,MIDDLE CHILD,1.0,2019-01-23,0.149,0.837,0.364,0.0,8.0,0.271,-11.713,1.0,0.276,123.984,4.0,0.463
104,Panini,Lil Nas X,2207112,1,January,2020,805603.0,dance pop,79.0,82.0,156106.0,THE END OF EVERYTHING,8.0,2020-05-15,0.868,0.708,0.186,0.0,9.0,0.0779,-8.953,0.0,0.042,72.541,4.0,0.322
105,20/20,Lil Tjay,2200712,1,January,2020,10825280.0,melodic rap,92.0,82.0,182706.0,Luv Is Rage 2,16.0,2017-08-25,0.00264,0.732,0.75,0.0,11.0,0.109,-6.366,0.0,0.231,155.096,4.0,0.401
106,Lalala,Y2K,2188817,1,January,2020,12794127.0,pop,91.0,89.0,174000.0,Fine Line,12.0,2019-12-13,0.122,0.548,0.816,0.0,0.0,0.335,-4.209,1.0,0.0465,95.39,4.0,0.557
